tweet_text,cyberbullying_type
"The black comedy scene has been needing a deep cleansing for at LEAAAST a decade. Rape jokes, trans jokes, and gay jokes are still ""go to"".",cyberbullying
#IWatchPepsiIPLfor New rape and gay jokes after IPL inning.,cyberbullying
"he is also against gay marriage, and makes rape jokes, and also could you guess that i fucking hate him",cyberbullying
RT @LewRichardson1 I'm not sexist in the slightest but women comedians should not be allowed they aren't funny at all,cyberbullying
RT @FrankWorleyPR: Ten things #feminists really don't care about http://t.co/0iDiNJgljE,cyberbullying
RT @AlMartin2000: @Jackbarnesmra @AVoiceForMen @girlwriteswhat @JustLaurenB @BlackBeard20096 @MT8_9  Da womenz.. dey be sooo oppwessed! httâ€_,cyberbullying
[@guardian] Miley Cyrus makes date rape joke onstage at GAY: During an impromptu appearance at London club GAY... http://bit.ly/1iImCiM,cyberbullying
God I hate my mom when sheâ€™s drunk Female donâ€™t know how to drink. Every time she be bringing up how I shouldâ€™ve stood up for myself and this and that man stfu Iâ€™m gon call Fl and fall asleep otp with that bitch,cyberbullying
RT @BoleynButtz: I believe in equal rights there for am not sexist but women's reaction times &amp; general awareness 2 whats going on whilst dâ€_,cyberbullying
"Somehow (straight) men were oppressed, bc they couldnâ€™t harass women any more? Even by accident, theyâ€™d be horribly punished (as if!) Affirmative action meant more women got hired (not true) women could just â€˜cry rapeâ€™ &amp; ruin a manâ€™s life, canâ€™t make â€˜harmlessâ€™ gay jokes now...",cyberbullying
"Guys be all like: ""Bro I wish a female co-worker would call me a fucking bitch.""",cyberbullying
"And yet somehow, they thrive without your ignorant laughter. @juckfohn Call me sexist but I just don't find women funny.",cyberbullying
@feministlah @GreenWeiner Women have more legal rights in every Western nation.  Who is privileged?,cyberbullying
"insert gay joke. true story: once a guy asked my if i wasnt afraid for being in the same house as my gay cousin because ""how u know he is not gonna rape you in the bathroom"". probably is now writing mop rape scenes in Netflix that guy",cyberbullying
don't ever call yourself a bad bitch cauz bruh do u know her? She's the baddest female so stfu,cyberbullying
"Things that violate GOP religious freedom: gays, cakes, gay cakes Things they're cool with: rape, assault, jokes about rape/assault #coleg",cyberbullying
RT @Banthemoms I'm not sexist but I hate feminists females already got equal rights stop complaining,cyberbullying
So female calling men pigs is Okay and when men call a female bitch hes the scum of the Internet. Okay.,cyberbullying
REASON WHY I DONT HAVE FEMALES FRIENDS Bitches will let them other hoes talk shit about you Bitches will try their best to be just like you &amp;amp; call it competition Bitches will find other females who donâ€™t like you &amp; become Bestfriends,cyberbullying
RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football,cyberbullying
"protip: if you're ""helping"" gay rights by simulating a rape onstage as a joke, then I don't want your help.",cyberbullying
"I suppose you shave yours, then? @skelato_r Im not sexist. But women should shave their goddamn legs.",cyberbullying
RT @damong__ I'm not sexist. But fuck marvel for disrespecting Thor like that,cyberbullying
I donâ€™t see how females can call their man all type of bitches I COULD NEVER..for one if I gotta out out that much disrespect we donâ€™t even need to be together I LOVE MINES Way to much for that,cyberbullying
coworkwes made rape jokes/csa jokes and arent doing their jobs or doing them poorly but im gay i guess,cyberbullying
"@SnugRailgun She blocked me and I blocked her, why is that sexual abuse apologist @Auragasmic in my TL?",cyberbullying
yeah he made some transphobic jokes about trans women and Caitlyn Jenner. He also made gay jokes and rape jokes,cyberbullying
"I will stand up for female sports women that work all their lives only to be knocked out in a ring by a biological man, or the woman that cycles everyday only to be beaten by a biological man. I will stand for those women even if you call me a trans phobic bitch. I am a woman.",cyberbullying
so racist jokes religious jokes abortion jokes rape jokes 9/11 jokes literally ANYTHING else is fair play. but not gay jokes.,cyberbullying
@azmoderate @JoeWSJ Be a man. Stop babbling and squirming and admit you were wrong.,cyberbullying
"@alston_myles @BattleOfWho  Nope.  Hence, the two DIFFERENT terms.",cyberbullying
"Damn dude, you disgraced yourself today. If most Americans had the audacity to call their female co-workers a â€œfucking bitchâ€ù theyâ€™d be fired immediately.",cyberbullying
@The_Loki_Jotunn Just need Sinclair for the trifecta.,cyberbullying
"RT @BCONNfidence: I'm not sexist, but girl fights just plain suck. Whether its professionals or 2 girls on the street, I want no part of itâ€_",cyberbullying
"Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People @TheCumiaShow http://www.breitbart.com/big-hollywood/2016/03/28/margaret-cho-angers-audience-with-jokes-about-rape-white-people-garry-shandling/",cyberbullying
"raped is not a synonym for ""touched"" @magconboysthe He just got raped by that water https://t.co/sFPJE0dmqX",cyberbullying
"Why are all theâ€ùgay jokesâ€ù being removed from family guy but not the black jokes, or Asian jokes, or white jokes, or sociopolitical jokes, or drug jokes, or rape jokes, or movie jokes, or actor jokes, or car jokes, or 80s cartoon jokes. Why only the â€œgay jokesâ€ù",cyberbullying
"Miley Cyrus makes date rape joke: â€˜Everyoneâ€™s a little bit gayâ€_ all it takes is one cocktailâ€™: Mil... http://tinyurl.com/lg5heh8 #gay, #lgbt",cyberbullying
"For the first time since the 2nd world war the police entered a disabled ladies home and forcibly arrested her for saying â€˜have a gay dayâ€™, also Count Dankula was arrested for a joke involving his dog and Tommy Robinson for bring attention to child rape; whereâ€™s the BBC on that",cyberbullying
Sassy.. More like trashy #MKR2015 #MKR,cyberbullying
"@AnonMnom Was that yours?  Mine was CS is enforced (10,000's of men in jail) while visitation (these 1.05 examples aside) is not.",cyberbullying
"Hope you have that same sentiment the next times someone calls a female member of your family ""a fucking bitch"".",cyberbullying
"Because friend rape isnâ€™t something to joke about Iâ€™m sorry if that offended yâ€™all but maybe check what all heâ€™s posting about,saying Iâ€™m mad at him because heâ€™s gay I love all equally that has nothing to do with it but rape is nothing I can stand behind joke or not",cyberbullying
Lol what bitch we don't af what y'all females call us,cyberbullying
"Those are from years ago, please. HE HAS NEVER BEEN ACCUSED OF SEXUAL ASSAULT WHERE TF FID YOU READ THAT I-. He made ONE rape joke when he was drunk and depressed in 2011, the apologized for it later. He never fetishized anything. Heâ€™s pansexual and a gay icon himself. He-",cyberbullying
â€œ@standbythebody: Roxane Gay on Daniel Tosh and rape jokes. â€ù must read,cyberbullying
"@PartTimeHobo @RedHurricane24 @JudgyBitch1 Meh...if Myers regains form, you'll forget he ever existed.  Armia and Lemieux are great assets.",cyberbullying
"Yes they are NOT racist or sexist, â€œGay donkey tried to rape my horseâ€ù http://fb.me/3PGad5Fqw",cyberbullying
RT @sales88194029: Colin says the meat in the thigh was moist &amp; tender ??? Are you talking about the main dish or Nicki's thighs ? #MKR,cyberbullying
And Franken-stein makes rape jokes and jokes about how he's glad when gays are killed.... http://www.thecrimson.com/article/1976/4/16/live-from-new-york-its-al/,cyberbullying
RT @niigeriann: Hate dirty bitches that give they Ã°ÂŸÂêÂ±  too everybody Ã¢ÂùÂ—Ã¯Â¸ÂèÃ°ÂŸÂ’Â¯,cyberbullying
Advocate NY Post Makes Gay Rape Joke on Jared Fogle Cover http://bit.ly/1JtwQTr #LGBT #News #Entertainment | https://twibble.io,cyberbullying
twitter stans seeing that jack apologized for smoking weed but cant even apologize for the rape joke or allowing his friend to use gay an insult,cyberbullying
@DianH4 @ExposeFalsehood I think you are pretty stupid.Girls are not even adults when they are 15. At 9 they are children playing with dolls,cyberbullying
"â€œGallantly insulting a celebrity for attention...â€ù Your fave said heâ€™d pay a prostitute to rape his son if he found out his son was gay, then defended it by saying it was an appropriate joke 8 years ago because people laughed, you fucking idiot!",cyberbullying
"not that it's any better, but the actual joke you're thinking of is the pair of gay men rape Ryuuji, joke. The okama's just a chill bar lady",cyberbullying
@HPluckrose @Feminazi_Front Nature/evolution provided men &amp; women with perfect equanimity,cyberbullying
@iRap4Food a little gift from me to you. If all male comedians you've seen are just making rape amd gay jokes. You found shit comedians. https://m.youtube.com/watch?v=YqdsNxS_fk8,cyberbullying
@JamesEdmonds90 @JohnDaniels41,cyberbullying
Me: *joking idea on my OCs* NSFW Artist: so you mean like basically your plan like your Gay OC drag down by Siren then The Siren rape him? Me: ...*breathe* Her: what? I mean funny that your Gay OC idea has been rape by Sire- Me: I said joke Her: so Siren love Gay? Me:,cyberbullying
"So whatâ€™s good for the goose is not good for the gander in your opinion. In other words itâ€™s ok to call a female republican a bitch but not a female democrat, is that what your trying to say. Thatâ€™s a little biased donâ€™t you think.",cyberbullying
"First, i really don't understand why the gays go in for femme fatale. Second, no Twitter joke should justify rape https://twitter.com/feimm/status/646310006648893440",cyberbullying
"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",cyberbullying
"RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing",cyberbullying
Ever laughed at a rape joke? Ever laughed at a joke about pedophilia? Ever laughed at a joke about gay people? This picture is no different than any 1 of those jokes Itâ€™s either all ok or none of it is ok,cyberbullying
They bred the most dangerous feminazi in our country.,cyberbullying
RT @PainfulAugustus: @lilysboo every girl should be sad for not being a boy,cyberbullying
RT @FagitAaron fifa and girls just don't go together #notsexist,cyberbullying
#bb19 #bbad #bblf @CBSBigBrother @WHISTLE-NUT.com aught to be ashamed of #bbJason remarks of RAPE and GAY jokes,cyberbullying
Unfortunate gay rape joke,cyberbullying
"Now, of course, Spartacus also didn't treat its gay characters as a joke or make them into stereotypes; rape wasn't shown to ultimately make you stronger; and killing slavers and liberating slaves was never portrayed as a bad thing. All marks against its prestigeness, I guess.",cyberbullying
"I'm curious what the ""PC police"" are stopping these types from saying. N-word jokes? Rape jokes? Gay jokes? Oh, no! It's the end of comedy!",cyberbullying
"Nt another joke abt rape n prison systems,itâ€™s high tym yâ€™all realize dt these jokes r rape jokes too bt itâ€™s funny because itâ€™s a man being raped Ps Gay people realize dt ds joke pushes the idea that gay men are rapist and have not understanding of consent, so stp encouraging it",cyberbullying
"If Kat and Andre are strategically scoring, they need to be kicked off #mkr2015 #mkr",cyberbullying
"RT @Matty_Hammons I'm not sexist but girls constantly are complaining about stuff on TV, kind of annoying",cyberbullying
Fun fact: I have mommy issues... yet I donâ€™t call women... â€œfemalesâ€ù nor â€œbitchesâ€ù,cyberbullying
"RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football.",cyberbullying
"I hate rape jokes. And when people use ""gay"" as a negative term. And racial slurs. And homophobic slurs.",cyberbullying
Donâ€™t Call Me About Another Nigga/Female Especially You Bitch Ass Niggaâ€™s,cyberbullying
"@Saffronian Here is a lesson you learned today. If you are going to act like an idiot feminazi, then expect to be treated like one. #blocked",cyberbullying
"This post is problematic. I am a female breadwinner, but would never call another woman that chooses not to work, and hold her household down a â€œbum bitchâ€ù and generalize her partner as being controlling.",cyberbullying
&amp; he's gone always be a hoe,cyberbullying
Drasco's Gay Porn Star Name:,cyberbullying
"And I just *HAD* to tell that extra gay deluxxe Tony Balchen aka JWPrimetime that he is an *obvious* gay man, hello?? He is so gay he makes straight people's gaydar go off !!! yet he gay bashes &amp; makes ugly rape jokes on a disabled lady who was raped?",cyberbullying
"tw// mentions of heavy topics LITERALLY DONT EVEN THINK ABT FOLLOWING ME IF YOU ARE OR DO THE FOLLOWING: - rape, pedophile, sexual harassment apologist - transphobic (iâ€™m trans pls get out) - sexist - homophobic (i make it very clear iâ€™m gay lmao) - fetishize gay relationships",cyberbullying
@Dreysander1 It took the priest a year to convince her to tell the cops.  He served 5 years out of 20.  She got 26 months.,cyberbullying
CrianÃ§a de 13 anos suicidou-se vÃ_tima de bullying! @kilberAlves,not_cyberbullying
I wasn't born perfect. I'm going 2 make mistakes but I will learn from them,not_cyberbullying
@RT_com I guess the Saudis are almost as absurd as some of the stuff RT publishes.,not_cyberbullying
"Look guys, if there was anything intentional about the Conner Vernon play, UNC would totally self-report it.",not_cyberbullying
I will not enjoy the feels of school. #ihatemyratchetassschool,not_cyberbullying
@JihadiA8 They are so happy about it.  Look at all the smiles. LOL.,not_cyberbullying
"@savannuchi bullying Ã© um assunto sÃ©rio , fale com o seus pais ou responsÃ¡veis! hahahahahah",not_cyberbullying
Stomach... Why must you feel this way,not_cyberbullying
#MKR the blonds talk about themselves too much they need to work harder in their cooking.,not_cyberbullying
the acacia strain gave such an intense anti bullying speech on this video i just watched.,not_cyberbullying
"You know who I miss? That little Asian I met in math class .... Alyssa, the Asian with the Mexican last name lol she was a fun child",not_cyberbullying
"#mkr everyone is scoring strategically! Get rid of the ones that can cook and keep in Kat &amp; Andre, that can't cook.",not_cyberbullying
"@Colonel_Shami ISIS loves killing women and children, so what is your objection exactly? What was ISIS doing when they shelled Kobane?",not_cyberbullying
My VIV moment - an article on my anti-bully efforts. Please read and share!: http://t.co/HBmLE4s,not_cyberbullying
"@madrugadisse Ã‰, pena que cÃª sofre bullying na vizinhanÃ§a nÃ© :(",not_cyberbullying
RT @curdistani: #Kurdistan: #IS fighters threaten to kill all the Assyrian hostages if coalition airstrikes don't stop. ... http://t.co/hBpâ€_,not_cyberbullying
Thanks for making #mkr an unbearable watch @Channel7. #stopdraggingitout!!,not_cyberbullying
"You can eliminate teams by strategically voting, but what sort of person does that make you? A chef, or a petty person? #MKR",not_cyberbullying
"RT @EvangelicalNorm: @Creflo_Dollar I'm sure all the Christians in Mosul agree with you! Wait, they were all killed or driven out. #StillAFâ€_",not_cyberbullying
So never used the ice cream maker before  #mkr,not_cyberbullying
"@jessimckenzi @zeynep @twitter @delbius @TweetDeck confirmed, seeing the same thing in *web*.",not_cyberbullying
@KirinDave nope. I play WoW. GW sux.,not_cyberbullying
This week is going to be HELL on earth ; I can see it already :((,not_cyberbullying
Goodmorning Twitter,not_cyberbullying
"Oh Jesus, more instant restaurants _Ÿ˜__Ÿ”« #mkr",not_cyberbullying
I seen your kind before.,not_cyberbullying
"Oh damn, she got it working! _Ÿ˜_ #mkr",not_cyberbullying
I forgot how annoying Drasko is _Ÿ˜¡_Ÿ”«#mkr2015 #mkr,not_cyberbullying
Cant believe they haven't put out one gozleme. Epic fail. #mkr #sad,not_cyberbullying
Dev week matches my outfit! http://t.co/s8i4HDWqMV,not_cyberbullying
RT @lennyfinnegan2: @YesYoureSexist it looks like somebody made this pointless account to get thrills out of telling complete strangers theâ€_,not_cyberbullying
@Kaya786 @fai3an_H Old enough not to be fooled by religious frauds.,not_cyberbullying
kat gives me the absolute shits #mkr,not_cyberbullying
@olaoliv http://t.co/6PmFc7kdYh,not_cyberbullying
"RT @wetsprocket: @mcfartle Someone is paying money to get @freebsdgirl reported to twitter. Twitter. What is the SJW version of ""SUCH SAâ€_",not_cyberbullying
@harmlesstree2 Here7 https://t.co/xWJzpSodGj,not_cyberbullying
No puedo dejar de ver los videos en que Kellan se burla de Roberto... Es tan bullying xDD,not_cyberbullying
#mkr View here http://t.co/etRq4qxjIH,not_cyberbullying
@_bxtchesInPARIS thanks love,not_cyberbullying
RT @Johnny_Medieval: @outspoken45 @MT8_9 @FearBlandness #NotYourScapegoat  Join the party :),not_cyberbullying
I don't even remember any of these people #mkr,not_cyberbullying
I've been reassuring him and the family that it's okay - losing a dog would have been devastating to that family.,not_cyberbullying
"RT @_darkhours: ""@HoseinMortada Syria -SAA Raids Rebels dens in #Daraa,#DeirEzzor &amp;kill several 10s terrorists http://t.co/HUwcW7McP8 http:â€_",not_cyberbullying
You don't suck Sheri and Emilie #DontLetTheBehaviourOfOthersGetYouDown #mkr,not_cyberbullying
"@macstein no jor, I bully __â˜ºÎ° in a subtle way, leave d details to me",not_cyberbullying
Kats the kind of person that would cheat to win and then still think that made her a better cook. So my new baddie #MKR,not_cyberbullying
First bus ride as a Warrior and I get my phone! #eatshitsunshine!,not_cyberbullying
Nooooooooooooooooo #mkr,not_cyberbullying
"RT @Rita_Katz: In other places, ppl take phone pix of celebs. In #ISIS, ppl take phone pix of man thrown off roof, stoned to death http://tâ€_",not_cyberbullying
Can't bully a real nigga,not_cyberbullying
@halalcunty @biebervalue @liamxkiwi @halalflaws Female slavery in Saudi. http://t.co/fcZ8We5Cso,not_cyberbullying
@CryptoNari @iraqhurr_eng Good. The A10 Warthogs will have a feast.,not_cyberbullying
RT @PeterTownsend7: #Muslim #ISIS Apparently Questioning #Islam is not welcome in the Middle East. http://t.co/gtvyXHLF8y http://t.co/FrA45â€_,not_cyberbullying
My hobby: listening to morning news and yelling back at the TV.,not_cyberbullying
"Calling for more sexism against women in a field because they call out sexism in that field is blowing my fucking mind right now,",not_cyberbullying
"Combating online harassment doesn't mean jerks won't exist. Everyone is a jerk, sometimes. But you shouldn't ever be afraid.",not_cyberbullying
I would not eat any food that pair had stuck their fingers into #MKR,not_cyberbullying
@luisfer9 bullying 4 (te quedan 5) CC. @omarclh,not_cyberbullying
@kunikos NPO can take a year. :\,not_cyberbullying
Way too many teams #MKR,not_cyberbullying
But nobody likes you #prayforlynn&amp;tony #MKR _Ÿ™è,not_cyberbullying
Pause in horror as you realize the harsh reality of that statement.,not_cyberbullying
/cast Spectral Guys Party time,not_cyberbullying
RT @lsarsour: I love you NYC. #MillionsMarchNYC #BlackLivesMatter http://t.co/udaobEvjLI,not_cyberbullying
i live in the jungle of west-flanders,not_cyberbullying
Ian gone say !,not_cyberbullying
#MKR get these blonde bogans off my tv please,not_cyberbullying
Edgy means u get 2 complain about how persecuted you are for saying horrible things while u continue 2 face no consequences 4 saying them.,not_cyberbullying
Loving the look of the fritters! #mkr,not_cyberbullying
RT @KateFoxy:I really hope Katie and Nikki butcher this menu. #MKR,not_cyberbullying
"@orionwl it should be removed if you refresh, i think. :)",not_cyberbullying
Fml #mkr,not_cyberbullying
Kat/andre breakfast looks raw #MKR,not_cyberbullying
@ShriekAPotomos @CrashOverrideNW you're searching her name and contacting people that talk to her? that's a bit creepy/stalkerish.,not_cyberbullying
Why you so bad Ã°ÂŸÂ˜Â_ like damn maÃ°ÂŸÂ˜ÂçÃ°ÂŸÂ‘Â… https://t.co/Vhv8Ld3bDh,not_cyberbullying
@FitToPrint @brisvegas1 @QandA but how could you hold 2 jobs &amp; still catch up with #MKR every night? #urbanvalues,not_cyberbullying
Watching gaters confuse @ggautoblocker and @theblockbot while screetching at @popehat. just another morning. &lt;3,not_cyberbullying
@Taste_SweetTay good morning my Lil hunni,not_cyberbullying
"Just read the phrase ""feminist agenda"" and snorted into my cereal. Yes, let the international conspiracy be unveiled!",not_cyberbullying
"@WayneJBurrows Normally.  But, nope.",not_cyberbullying
Confessions of a Cheating Teacher: â€œItâ€™s easy to lose your moral compass when youâ€™re being bulliedâ€ù: http://t.co/MwFdf7A,not_cyberbullying
@ChrisGurton that's fantastic - what one?,not_cyberbullying
@MercedesAMGF1 @F1 It's getting so boring some of the camera crews have resorted to bird watching! XDDDD,not_cyberbullying
"@Daniela_OMx you wait till I'm back at sixthform, ima bully the kixx love outta you!!! :p xxx",not_cyberbullying
@SoFaKingSexii @FallBack_Shawty heck yea we do time for some boys,not_cyberbullying
@Spacekatgal twitter allows 13 yr olds. 13 yr olds don't generally have bank accts. *lots* of people don't have bank accts/work in cash.,not_cyberbullying
A bully van comes and see one black boy on the road hooded up (ME) and they reversed and kicked,not_cyberbullying
So Brandy been killing shit.. I'm so tempted to actually buy her album..,not_cyberbullying
hei gw bukan emak lu..jangan ikut2 terus..nanti kamu aku bully malah..#kucingbayi #keliatannyarentan,not_cyberbullying
@FingerLicknGod #NachoShield is my favorite. :),not_cyberbullying
RT @thelindsayellis: you've got to be kidding me http://t.co/EhfXB3Epww,not_cyberbullying
Snorlax : I choose you!,not_cyberbullying
Spot of rain won't stop the pigs cooking ..... See you at @TasteofSydney #mkr,not_cyberbullying
"@BillieRaePhoto @BreezerV yeah, maybe its that aswell ;) lol",not_cyberbullying
"@ingyusarms If you never compare Islam with a close study of spiritual philosophies, you won't know what I'm talking about.",not_cyberbullying
"@girlziplocked if he really wanted to ally, he'd get his dudebros to change - not tell women how to ""fit in"" with dudebros.",not_cyberbullying
Life is better after having sex. Or when you know you're about to have sex. Or when you know someone is dying to have sex with you.,not_cyberbullying
@sartoni83 I laid the bike down intentionally vs having a worse accident. I was bruised but fine.,not_cyberbullying
Good morning beautiful ppl,not_cyberbullying
YOURE_WELCOME_exe http://t.co/oxA2aaUmgp,not_cyberbullying
"@halalflaws @AMohedin @islamdefense @haroonstyles @greenlinerzjm No, it says this. http://t.co/zpGYjCBUNb",not_cyberbullying
@UMTony lmao! I really wanted to take it down!,not_cyberbullying
@JWYoder sent to my reading list for later. Thank you :),not_cyberbullying
"Na boa, bullying nao tem graÃ§a. Pra q praticar? Alias, se humilhar os outros Ã‰ bom pra vc, desculpa, mas vc Ã© um otario",not_cyberbullying
All you can eat buffet at Pizza Hut _Ÿ‘ç pizza bread sticks &amp; salad _Ÿ˜‹_Ÿ˜‹,not_cyberbullying
"#mkr Standby for 200 people becoming sick from the dodgy eggs, bad hollandaise and stupid puns",not_cyberbullying
Wait till you hear your scores butcher models #MKR,not_cyberbullying
"RT @doctorow: I've been told that my screwdriver bits are allowed and the handle is allowed, but not together",not_cyberbullying
"oh, look. threats. no, i really don't care. @hyperion5182 @PolitiBunny",not_cyberbullying
Vicky and Celine will win this shit go girls!!!!!! I love YALL beat satan!!! #MKR,not_cyberbullying
Ash and Camilla is the people's choice! Their dish were great #MKR,not_cyberbullying
@TVWEEKmag #katandandre  that was priceless #mkr #tvweekmag,not_cyberbullying
@Nayadrikj @sarcarsten I LOVE YOU NAYADRI &lt;3 &lt;3 &lt;3,not_cyberbullying
@GlobalCalgary Notice how seating of women and men is seperate. One of the signs of sexism and gender apartheid of #Islam.,not_cyberbullying
#RobandDave &amp; #AshandCamilla are the strongest contenders so far. Will the campers agree with the judges? #MKR #tvweekmag,not_cyberbullying
"RT @awizardsbeard: @freebsdgirl Thanks bud, just go ahead compare me to misogynist assholes. Good thing you're in tech not social policy maâ€_",not_cyberbullying
lol what? http://t.co/8XuVkjayjB,not_cyberbullying
That bacon tho!!! #mkr,not_cyberbullying
@mykitchenrules such a shame Lyn and Tony had to leave! They didn't deserve it! #MKR,not_cyberbullying
@ctatplay @erinscafe @Mobute shhhh.,not_cyberbullying
@NetTxt doesn't work that way. Sorry to disappoint you. No one cares what you want.,not_cyberbullying
Someone today said that Pete Evans of #mkr has never been filmed putting food into his mouth. Is this true?,not_cyberbullying
"@Larissaa_ss amei, quem vai sofrer bullying agora Ã© o zÃ©, ETA ETA ETA O ZÃ‰ TOMO NA TARRAQUETA",not_cyberbullying
"@jmorgan_jamie @wilytone @SenTomCotton @GOP Having never actually put the word ""Taliban"" into wiki.",not_cyberbullying
Lol every time my phone rings i keep thinking its my school,not_cyberbullying
@urgedharry @nyazpolitics @greenlinerzjm Then why doesn't she know that her prophet called women stupid and corrupt.,not_cyberbullying
#mkrâ€ù Fuck &amp; shit would be my choice.,not_cyberbullying
RT @fredwimpy: Hollywood Moron of the Day #tcot #2A LIAM NEESON ON PARIS ATTACK: US GUN OWNERSHIP â€˜A [BLEEPING] DISGRACEâ€™ http://t.co/iZtgYâ€_,not_cyberbullying
#MKR Mighty Killer Rats eat out the kitchen #ausmedia #ozRant,not_cyberbullying
RT @shanley: We have been IGNORING this because it was happening to the most marginalized users of our software and tools.,not_cyberbullying
~Laura,not_cyberbullying
"Karl to Ricky; ""It did feel like bullying when you hit me on the head with your mobile phone to see what sound it made"" #AnIdiotAbroad2",not_cyberbullying
"@josiexhall beaut, happy birthday too xx",not_cyberbullying
@PeerWorker @EvvyKube it's about ethics in journalism.,not_cyberbullying
Literally cannot decide which team I like less. #katandandre vs #katieandnikki #mkr2015 #mkr,not_cyberbullying
"I don't care what BS cernovich has done, have some goddamn ethics. For real, though.",not_cyberbullying
@AJBrady_Sports #mkr ??,not_cyberbullying
After I'm done with college ima move to Florida .. No doubt,not_cyberbullying
@d1ng4d0ng @abbey_burch  we are x,not_cyberbullying
PrÃ©ndanle a @MexOpina en @CNNEE que estÃ¡n hablando sobre #bullying,not_cyberbullying
This is the opportunity to prove ourselves like we didn't the first time. Er. Yeah. That's the spirit. #MKR,not_cyberbullying
Does anyone have any media company emails I could try sending my CV to?? #workexperience #industryplacement,not_cyberbullying
Success. #stopWadhwa2015,not_cyberbullying
@adnanifares The toxic gasses belonged to ISIS.,not_cyberbullying
"Let's be honest, I feel like there's going to be a mines bigger than yours contest between drasko and Steve... @mykitchenrules #mkr",not_cyberbullying
"Please, please, please can Annie and Cat feature in an episode of Naked &amp;Afraid where they r stranded on an island together? #mkr",not_cyberbullying
RT @arstechnica: Notorious 8chan â€œsubboardâ€ù has history wiped after federal judgeâ€™s doxing http://t.co/MKGXgjReAz by @samred,not_cyberbullying
@tiny_m @sep332 @holman ruby's implementation of threading definitely does not get me hot.,not_cyberbullying
"If the surprise announcement is another group of contestants, I'm done. #MKR",not_cyberbullying
@JRichBEATZ fyi... Im not in class :)!! Now What!?,not_cyberbullying
"Instead, he tries to turn this into ""if you're not with GamerGate, you're against freedom of expression"" - uh, no. We're against assholes.",not_cyberbullying
RT @jmdoman: @freebsdgirl I don't believe you. I think you're in it for the money and the attention.,not_cyberbullying
Just driven past my old school and the girls were out doing cross country in their P.E. skirts and t-shirts! #cold #rememberthosedays,not_cyberbullying
@PatriceChienne @mykitchenrules can understand that but the score seems so wack #mkr,not_cyberbullying
@asciibear @lastcontract @a_man_in_black unsubscribe,not_cyberbullying
@LizzleP I know exactly how u feel woke up this morning thinking Damn I'm still in mky,not_cyberbullying
"Kat, maybe you should shelve that schadenfruÃ«de towards Annie/Lloyd until you get your own judges' critiques.",not_cyberbullying
@GemmaNoon @OaklandElle scrubbing bubbles works amazingly well,not_cyberbullying
"When nobody strategically scores you,  yet your bottom of the comp table Hahaha #mkr #mkr2015",not_cyberbullying
Now that was a goal made in previous #Liverpool era #StevieGTouchOffClass,not_cyberbullying
RT @john_rosato: #mkr heading into 2017 with another instant restaurant round,not_cyberbullying
@boobybatton CALLLLLLLL MEEEEEE.,not_cyberbullying
Must read from Jezebel. MUST. http://t.co/2D2mezvbci,not_cyberbullying
@lukewilliamss Jedwardâ€™s New Anti-Bullying Campaign:,not_cyberbullying
"RT @AmyMunce: #MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules",not_cyberbullying
"@halalflaws @biebervalue @greenlinerzjm Again, you present your Imam's propaganda. You have no Hadiths or verses.",not_cyberbullying
Throwback to when vivek offered to show me around SU to shut me up. https://t.co/DoMBsoijp3,not_cyberbullying
Twitter bulling,not_cyberbullying
This gyal is gettin bullied,not_cyberbullying
I'm Only Human After All by Alex I. Rogers http://ow.ly/5WKXw  A compelling story about the reality of #bullying in #schools. #Readinglist,not_cyberbullying
"NiÃ±as, reinas del â€œbullyingâ€ù en escuelas privadas http://t.co/vKa6Zxi // Y las q se creen queen bees?",not_cyberbullying
Round 2 of #MKR you guys did an amazing job zeebie05 !! Starting to get anxious about our turn #MKRâ€_ https://t.co/w2sCY5Whyr,not_cyberbullying
Go team sheri and emilie you girls rule #MKR #mykitchenrules,not_cyberbullying
"Se acabar o bullying, quem paga o lanche?",not_cyberbullying
"@vex0rian @m1sp oh i just saw the latest version has consume-all (but help docs are bugged, btw.)",not_cyberbullying
Oh well. Back to promo work #MKR #MKR2015,not_cyberbullying
I wont be bringing back my love ..i wont be comin back....,not_cyberbullying
@mwlauthor i've also got my phone docked next to my computer. It throws up a notification for DMs. I use the web interface on my PC to send.,not_cyberbullying
@warriorsialkot LOL. McCain thought he was talking to moderate FSA people. He had no way of vetting the people in the room.,not_cyberbullying
".@larryemdur: â€œI just want to reach over and touch her hairâ€_â€ù So do we, Laz! Full video: https://t.co/5CzdotonBV #MKR http://t.co/IGSqq5JZ8j",not_cyberbullying
#oomf use to have a speaker box in class,not_cyberbullying
I'm coming out in a lot of spots recently. Noooo :(,not_cyberbullying
Crime against cooking ha ha... #MKR,not_cyberbullying
"Words have different impact depending on power. How is this a hard concept? @j0shoooa And just to clarify, whores can be guys too #notsexist",not_cyberbullying
@cindyhungg no money,not_cyberbullying
